pid,citedpid
30905,935797
36888,586941
36888,829760
974556,167900
974556,553428
520,940528
852784,852819
380128,103490
380128,438509
380128,636372
71830,161011
2895,16181
2895,367879
846347,607464
326590,326594
326590,710777
328840,30895
328840,261822
328840,432693
328840,769543
328840,769566
328840,927815
587147,797281
398387,249261
217394,489919
217394,490066
217394,628632
217394,686667
217394,1011209
326309,393905
326309,479352
103427,438413
103427,892618
857853,639843
4088,479352
4088,502798
1012313,103427
1012313,151516
1012313,151581
1012313,343735
1012313,356423
1012313,356428
1012313,367879
1012313,395999
1012313,396021
1012313,404014
1012313,615152
1012313,615154
1012313,615191
1012313,686555
1012313,773112
1012313,797181
1012313,797182
1012313,797183
1012313,797235
1012313,887282
1012313,1029631
688785,2684
688785,25473
688785,123162
688785,437147
688785,541092
688785,834778
769543,2761
769543,2764
769543,162851
769543,261822
769543,261844
769543,479352
769543,496308
769543,496317
769543,688778
769543,696066
769543,720208
769543,769528
769543,879499
769543,927815
923870,878416
638321,654641
866099,320798
866099,899975
405225,437179
78210,455658
1140714,984530
935793,347144
654687,242654
654687,736766
24083,404014
24083,773112
24083,797234
1057323,1041266
956573,82561
956573,105682
956573,421394
1048340,963851
1048340,1095646
932568,82840
932568,103427
932568,341744
2852,628529
2852,787584
6999,421087
6999,796197
3708,352012
3708,919742
3708,922474
380266,123148
380266,409823
380266,654641
380266,880027
380266,1030151
548971,63039
548971,219149
36867,16276
36867,829785
604229,797181
604229,829817
1122731,151568
1019942,245824
1019942,1059906
686644,157845
686644,770351
686644,849685
4147,492823
4147,613929
4147,983868
528748,217320
528748,217451
528748,219149
1069678,261819
654015,402571
574599,27584
574599,63576
574599,82741
574599,404101
574599,745330
14868,366050
14868,654710
217418,2931
974489,496322
974489,960863
386532,34754
386532,503685
548941,63102
78121,404101
78121,628536
78121,628579
181711,608685
24138,27584
24138,404101
24138,587034
24138,686667
775049,173672
775049,477794
775049,499378
380270,405449
380270,409823
380270,421100
380270,508211
380270,654641
380270,879991
380270,879992
380270,1030151
7067,880001
974201,1003565
437809,1095899
393938,82561
393938,377602
1099230,2733
1099230,496282
1099230,927808
874586,941076
30689,607944
30689,607971
1119,4158
1119,569801
16022,367908
16022,396010
16022,399605
16022,686667
326238,30992
326238,385159
326238,393905
326238,479352
326238,577431
326238,769528
326238,980706
1027225,846418
1027225,1133763
221732,221695
221732,827148
614102,1099326
510021,438509
7009,421123
7009,424931
7009,686577
7009,686590
798249,26321
1047356,112489
1047356,385121
1047356,479360
1047356,479378
1047356,574716
1047356,654641
1047356,654646
1047356,769733
2931,554403
696092,654710
696092,817969
141007,79675
141007,240301
592188,922143
1640,216538
1640,891067
1069774,941077
1069774,1050127
849673,421042
748127,4337
151575,18518
151575,18590
151575,268671
151575,622089
151575,816157
151575,887336
438413,26158
438413,258436
7005,421041
7005,747483
7005,880027
2228,2228
785,338339
575860,3705
575860,922472
334313,53556
334313,343735
334313,773081
490006,326146
490006,356334
357078,79662
357078,79663
357078,827092
357078,849101
1026438,356335
1026438,1052332
508362,508364
216692,216537
216692,331526
451102,188394
451102,784178
451102,858567
217320,217451
217320,219149
217320,674931
341744,103427
902101,1055022
902101,1077537
421087,18529
421087,796197
508213,654704
1029301,161389
1029301,161391
1029301,323294
1029301,368238
1029301,776615
1029301,827115
1029301,849640
12321,173810
12321,380128
12321,1044742
1047307,385130
1047307,502797
787900,352012
787900,455572
787900,775081
787900,787908
787900,922474
1108149,47958
1108149,917248
426777,137559
882667,328574
157834,770351
179732,260995
179732,352018
179732,455587
179732,787873
179732,789895
179732,919781
179732,919783
179732,919785
179732,922472
179732,922475
179732,1111565
179732,1135137
2767,264569
2767,479352
2767,479360
2767,654646
528798,2828
367879,151493
367879,151508
367879,367909
4155,827332
1002943,539625
1002943,675109
757563,82950
757563,103493
757563,103495
757563,112789
757563,341776
757563,341778
757563,490038
757563,490040
757563,554328
757563,628579
757563,636341
460275,105693
460275,456690
460275,777051
460275,840900
775081,167900
775081,221695
741518,554143
367908,686667
824580,859172
34765,432755
377565,916871
377565,916873
151493,796223
151493,816162
217346,104011
217346,455719
217346,490044
787593,508410
1036171,6999
1036171,18529
1036171,323232
1036171,421087
1036171,776624
1036171,796197
1036171,849642
859047,368216
859047,849642
1110008,1037448
505668,63090
505668,1014467
505668,1029301
2863,341776
2863,757563
787558,23916
787558,212831
787558,644946
116552,461543
217440,63092
217440,628562
323290,409823
323290,508185
323290,879992
151527,796223
151527,887336
849653,242625
849653,421071
849653,421100
849653,574304
849653,880001
553554,2968
553554,71856
553554,396055
904390,840900
7018,157833
7018,421087
7018,1046356
818003,204833
818003,441562
818003,483684
368181,161406
368181,554372
368181,776636
368181,797284
245788,2607
245788,608685
245788,737196
245788,784190
563223,334184
266866,2782
266866,340879
266866,377585
266866,478023
266866,496320
266866,500510
859030,27591
859030,82741
859030,916887
217445,229301
217445,356433
569357,396010
1041401,1041399
53245,2260
64997,359233
489937,24116
54659,676808
548999,1014467
548999,1029301
1060670,2761
1060670,2764
1060670,261822
1060670,261844
1060670,340858
1060670,357016
1060670,479352
1060670,496308
1060670,496317
1060670,688778
1060670,696066
1060670,720208
1060670,769543
1060670,769566
1060670,879499
1060670,927815
933174,1013525
926064,261830
926064,916881
1031937,479352
1031937,654710
1031937,688801
1031937,769578
1031937,817969
1031937,927796
323268,421071
323268,835615
859121,849640
161450,7062
161450,323256
161450,397404
946836,1063289
892442,409768
892442,541107
892442,747503
232404,232414
548990,63074
829794,16032
5727,76014
5727,82741
5727,275339
5727,859030
685998,607488
93009,944940
658074,933353
23913,569375
687057,720516
733756,455616
904110,63576
904110,574599
904110,574602
189295,228854
528381,190894
528381,654641
528381,827115
528381,859047
528381,1029301
528381,1031937
528381,1047307
524952,1091009
787561,775110
787561,1012313
332918,846418
332918,933174
927815,2761
927815,496308
927815,496317
927815,696089
927815,720208
927815,915123
528359,261819
528359,605212
528359,638321
528359,692268
528359,776697
528359,921886
228861,228854
769741,347144
769741,409816
769741,862589
52031,261822
52031,502788
25492,242625
188509,333838
188509,334184
188509,348650
188509,557975
188509,684450
82840,103427
82840,341744
82840,404101
921886,692268
326965,840391
1048367,30680
16071,404056
6257,918440
1040262,1044729
29,522540
919783,852811
919783,872661
919783,946843
1100522,7062
1100522,229398
1100522,674931
413515,737165
413515,737167
644930,16185
270870,574587
724440,432670
724440,910978
789887,852815
789887,872661
789887,979663
696073,421100
696073,508178
696073,980706
455560,103473
455560,490040
455560,592224
455560,757563
217478,508342
217478,855300
5822,103473
5822,291101
5822,787900
5822,979663
266865,261822
266865,401933
266865,401936
266865,496317
266865,502798
266865,502836
266865,769543
266865,769566
266865,915123
266865,927815
846418,6799
846418,917031
846418,933174
846418,1037448
356486,123162
356486,432778
356486,541092
356486,696045
609279,880001
690582,572583
827115,161389
827115,368238
982593,455668
982593,941088
982593,1007099
615152,615151
615152,615154
112465,340879
112465,478023
112465,577758
112465,769538
112465,894566
112465,927801
444520,3705
444520,352018
444520,455528
444520,852809
444520,852811
444520,852812
444520,919781
444520,919828
444520,922472
444520,941076
208582,2898
208582,16071
208582,404101
569376,367940
569376,516743
1029775,479352
1029775,577431
995803,212861
995803,438231
162851,479352
162851,696066
162851,869470
151516,268671
151516,686667
151516,796223
151516,866065
787603,16072
787603,151516
787603,489919
1017163,2478
2971,2959
657545,7029
657545,686678
657545,849640
64961,657828
1039434,260992
1039434,946836
639247,333842
639247,334184
2826,604232
413943,202001
413943,326036
413943,528706
413943,628510
413943,1015897
413943,1050081
87958,2492
632969,879991
632969,879992
632969,1030151
632969,1121696
683265,263079
683265,683263
23900,326146
23900,356334
879507,2684
879507,2688
879507,2700
879507,2702
879507,347144
879507,508195
879507,654710
879507,879508
720208,696089
367891,229312
1051836,242625
1051836,380266
1051836,508185
1051836,508186
1051836,542439
1051836,677613
1051836,769752
1051836,799820
1051836,835615
1051836,859129
1051836,1121696
1020207,82741
1106026,64997
1118685,6815
1118685,82561
1118685,169505
1118685,169509
1118685,421417
1118685,456690
1118685,524937
1118685,840900
413575,343735
413575,737245
413575,784178
686434,496317
686434,696066
686434,980706
357016,123177
357016,696066
525375,444520
525375,455528
525375,575861
525375,852809
525375,852811
525375,922472
525375,941076
525375,1135137
602435,622202
882991,377607
882991,432747
882991,775219
818117,245882
818117,686984
818117,720512
818117,737189
41489,579560
1135137,946836
640333,2233
640333,91746
640333,331802
3283,564
1067506,36859
1067506,151586
1067506,615143
1067506,644901
1067506,829776
25454,654710
25454,859085
3705,789895
3705,919781
3705,919785
3705,922472
444623,88114
444623,352012
444623,525332
444623,575860
444623,787908
444623,872661
444623,919742
444623,922474
245669,380675
216670,216568
1068318,409816
1068318,817949
553503,82840
553503,103427
553503,132338
553503,257055
553503,326096
553503,341744
553503,508414
553503,528637
553503,587071
553503,855300
827,1704
2748,242625
2748,769713
455686,91375
455686,421147
455686,1009482
692268,242625
25307,347144
25307,500473
25307,500494
140718,675014
140718,834747
245769,737961
245769,784178
2891,490002
2891,604232
395999,91374
395999,229332
395999,490211
395999,516685
395999,887282
1067885,1030871
161389,190894
161389,323294
176230,216537
982141,167900
982141,827177
982141,1071973
161437,6978
352018,978015
352018,1111565
836450,490100
1121020,2856
1121020,2863
1121020,78173
1121020,78226
1121020,490040
1121020,757563
1121020,1057925
607482,419569
607482,648301
607482,1117427
469450,425747
751088,773143
751088,855349
751088,1052332
751088,1122728
880001,516595
632260,103490
632260,438509
632260,510021
632260,892763
632260,1044742
40,491382
983868,132209
983868,134239
983868,192731
983868,296150
983868,569801
983868,675072
983868,783549
983868,827332
348,1330
657819,841728
1051975,424895
1051975,541092
1032975,2520
3338,50052
3338,918440
688801,479378
688801,496327
112731,25307
112731,347144
112731,500473
112731,500494
112731,720177
613929,296150
613929,827332
613929,983868
1063131,25487
1063131,541092
1063131,1027084
1063131,1051975
778248,338339
3234,1017
696106,300133
696106,409820
696106,508186
696106,654641
696106,1030151
36879,396051
36879,1021832
946059,508363
293946,103473
293946,112789
293946,490038
293946,490040
161004,217394
161004,628632
161004,773154
161004,1011209
787556,23916
787556,24083
356433,229301
356433,356311
356433,438465
356433,892678
688784,161434
688784,356988
688784,769732
688784,879992
604462,431203
604462,787589
5776,82741
382030,338339
382030,558004
382030,607482
296244,335758
1096245,421147
1096245,490196
1096245,686644
1096245,887285
1096245,887288
773143,796159
1034416,68065
721205,437809
23889,36852
23889,829761
409825,300121
409825,541092
409825,879992
409825,880027
409825,1030151
829754,91375
829754,229310
829754,421147
528613,589347
1019368,341795
1236,1752
1007082,240301
1007082,340913
1007082,973589
1007082,1083064
402571,261830
660496,380266
660496,654641
660496,1030151
1330,348
152164,151719
152164,553733
615138,151498
502844,347144
502844,496286
502844,582848
502844,649851
559440,2561
559440,2565
559440,2609
559440,135032
559440,608697
559440,1075699
116023,461543
71777,217392
732,1746
732,889429
18518,268671
18518,866025
18518,866032
18518,866065
397410,686678
397410,776697
669427,891067
3691,3705
3691,919781
3691,919785
3691,922472
806338,632705
806338,983249
554168,26158
554168,82935
554168,675028
858395,543726
413957,71864
413957,508414
413957,528637
636341,16296
636341,82950
636341,103473
636341,103493
636341,341778
636341,438466
636341,554328
536782,479352
536782,508195
536782,654710
644957,23946
644957,829819
628536,554328
628536,628579
368185,7018
368185,7026
368185,91344
368185,157833
368185,674931
409820,409770
409820,747483
409820,1030151
437372,644927
437372,770124
437372,770142
1111097,867377
377581,82561
377581,357113
377581,456690
397764,6862
397764,774529
6001,916887
502788,261822
78144,489918
78144,586946
78144,1009482
922225,922156
604294,946045
103495,103473
103495,892618
216537,216535
216537,216538
216537,331526
563194,486204
563194,955729
733653,1068318
25473,347144
25473,500509
25473,500510
25473,769721
25473,862573
4142,192731
4142,983868
4142,1067986
275339,632262
275339,789864
275339,1000560
5040,5048
455528,852809
3676,3681
3676,922494
974487,48083
974487,916873
31398,975362
294000,7009
294000,356349
294000,421123
294000,686590
266875,261856
266875,385105
266875,479378
266875,611438
266875,769572
266875,769578
266875,879461
113098,769436
217309,1012313
1038522,409821
1038522,541092
1038522,747506
1038522,879992
1038522,1030151
817949,409816
817949,674993
7023,770359
6568,233444
746663,647404
746663,926084
508412,784178
508412,797183
654641,747483
654641,747503
654641,747558
654641,835615
654641,1030151
500510,794205
720462,413515
333854,335423
587089,356355
621348,205382
621348,525310
219232,657569
219232,1077538
23964,16072
23964,16218
553590,160996
763978,413750
763978,657828
431266,2801
431266,799365
431266,829780
421712,479398
421712,654710
421712,859085
1005334,6788
1005334,257268
1005334,456690
1005334,607466
1005334,657828
1005334,777051
432670,377607
686439,2761
686439,2764
686439,421712
872661,852778
872661,979663
356052,348714
267452,2767
267452,30976
267452,264569
3370,407
797282,151527
797282,796223
797282,887282
889189,30870
889189,30876
889189,720195
889189,927794
496,1928
1134407,852811
1134407,919785
1134407,978015
1134407,979663
1134407,1111565
615154,615151
615154,615152
769739,432778
769739,508178
769739,696045
91344,7023
91344,7026
91344,157833
91344,674931
91344,770359
91344,796197
91344,849642
615191,151575
615191,887310
615191,887339
1036174,240343
1036174,367864
157696,63232
157696,63297
690829,1129764
1229,1928
577431,479352
577431,502798
94578,323294
94578,405225
1020337,2684
1020337,30870
1020337,30876
1020337,105171
1020337,502869
1020337,541092
1020337,720195
1020337,809323
1020337,879507
1020337,915123
1020337,927794
1020337,927808
984314,427231
984314,427235
984314,579178
4388,228861
4388,228873
333866,53534
333866,367910
333866,557975
333866,773036
607466,216535
607466,216537
607466,216538
607466,657828
4198,983868
134239,783549
134239,827332
4010,357016
326284,162851
326284,401933
326284,502798
326284,577431
326284,927815
587072,356349
587072,516686
352033,486395
946064,82741
437131,7005
249486,257268
249486,647404
249486,1005334
103493,229276
687080,687074
687080,737191
140999,105687
140999,432751
140999,817949
6585,48273
6585,91099
6585,1008299
867377,574304
983424,532982
737212,608685
239172,402190
239172,544190
239172,1048319
737961,522273
737961,686555
737961,784178
644909,151586
15930,396010
161025,160987
1136867,402190
1136867,1048319
1136867,1077538
894558,357061
894558,479385
894558,502797
894558,654710
720206,25461
720206,347185
720206,769721
720206,859085
587149,608685
686435,2764
686435,162898
4291,983868
628559,24138
628559,356428
628559,404014
628559,490053
673434,796705
524937,6815
524937,82561
524937,456690
524937,840900
413821,490202
956566,6856
956566,460290
2968,36851
2968,396055
880732,2609
588262,385130
588262,810214
588262,1029301
588262,1047307
393905,162851
393905,479352
393905,879499
1122730,490202
1122730,1077538
160977,2856
160977,2861
160977,2863
160977,78173
160977,78226
160977,554328
160977,855300
160977,855311
2814,587147
991402,173810
991402,380128
145355,91746
145355,91864
145355,192660
824574,696064
824574,696066
824574,915123
638275,2709
638275,30905
638275,266875
638275,611438
787873,789850
787873,978015
741595,27584
741595,269889
741595,554143
161394,6999
161394,323232
161394,776624
161394,1029632
103474,26158
829817,569392
829817,797181
3910,357016
367934,151493
367934,151580
367934,367909
367934,887310
25346,79664
25346,347144
25346,500519
829877,2684
829877,2696
829877,30870
829877,123162
829877,479398
829877,500473
829877,541092
829877,862587
829877,879498
829877,879507
829877,927794
25487,405225
25487,432747
25487,432764
25487,437179
25487,597170
25487,1050637
347158,409816
347158,817949
23982,569377
23982,569393
169509,82561
169509,524937
169509,840900
104120,757563
359238,359233
359238,835562
441562,180519
441562,483684
3173,7211
3173,7224
632036,48083
632036,478023
632036,820555
682652,741519
682652,757563
4274,827332
4274,983868
108586,554328
108586,1008299
1624,1630
816162,866065
816162,866086
855302,644922
855302,784190
855302,1073899
105693,579541
611459,30992
611459,393913
611459,479352
611459,769528
592210,293946
592210,326096
592210,490038
592210,490040
592210,757563
232414,48264
232414,232404
232414,261830
232414,347144
232414,456753
232414,508195
232414,654710
232414,696083
232414,926064
232414,1112652
849685,157845
849685,835632
4207,983868
776633,91316
657589,6999
657589,18529
657589,776624
657589,796197
3185,648301
2756,25461
2756,479343
2756,675014
2756,880027
797183,343735
797183,686555
477767,216535
477767,216538
477767,525062
477767,607473
477767,846347
94620,500486
94620,508195
94620,579546
94620,654710
94620,1106431
91228,674931
293940,82741
293940,112702
293940,155037
720446,2561
720446,2609
720446,135032
1124106,264569
1124106,357016
1124106,479352
1124106,479360
1124106,654646
1124106,720208
688770,2688
688770,2709
688770,2728
688770,769721
688770,879470
688770,879507
688770,927793
904032,1063769
359233,835562
173672,296407
173672,428610
173672,477794
173672,499378
3412,1897
18529,796197
855311,78173
855311,554328
855311,628579
855311,855300
333758,143454
333758,334275
7186,754
894566,34754
894566,340879
894566,432747
894566,502869
894566,503685
894566,769538
894566,916871
894566,916873
151496,816162
151496,866086
978015,658186
859169,500494
859169,859075
351132,2728
351132,2778
351132,261822
351132,377585
351132,424895
351132,769566
351132,894546
351132,915123
351132,980706
536766,2720
536766,357039
536766,479378
300121,879991
300121,879992
300121,880027
36893,797281
36893,829791
996594,217297
522540,569801
644931,356310
644931,395994
644931,399605
644931,783639
644931,797281
24151,687879
508385,508386
508385,983249
508385,1067506
77708,892476
696096,242625
696096,323290
696096,654641
351998,167900
351998,455538
351998,628579
229410,674907
604266,155037
604266,293940
4216,492823
4216,613929
4216,983868
78226,24138
78226,404101
78226,508361
78226,587034
975448,555369
975448,675085
1050865,179680
6788,657828
6788,840900
6983,849640
490002,1011209
5753,1099326
5753,1137093
879479,347186
879479,367473
879479,500524
879479,818003
879479,818004
5898,292266
2909,23885
2909,644926
2909,784190
2909,855302
437095,483684
437095,818004
587066,15950
587066,615228
587066,1052333
916871,2751
916871,34754
757455,134968
757455,287325
575838,291101
608685,2483
258436,26158
880027,879992
79662,79663
219149,157845
219149,674931
347144,347144
3389,560
341793,26158
30173,30173
859089,409825
859089,508195
859089,696083
24091,134953
24091,151563
24091,229361
24091,587150
24091,773081
1130371,63576
1130371,259987
500524,204833
500524,541092
500524,557256
500524,818003
500524,818004
783456,768862
660634,169568
660634,334302
660634,522273
835632,490200
359714,607482
359714,648301
359714,1117427
496286,347144
496286,479378
496286,769741
921928,91375
921928,160993
921928,188584
921928,455686
638296,112465
638296,478023
638296,577758
638296,654641
638296,769538
261837,162851
261837,357016
48273,112789
48273,293946
48273,554140
48273,574587
48273,757563
48273,984227
242578,880027
787592,23956
787592,23958
787592,23981
787592,24041
775109,404101
6869,657819
2437,589193
613485,901886
352050,221732
352050,455574
352050,789887
352050,852778
352050,852799
352050,872661
352050,946864
333770,69605
333770,756429
431218,181714
431218,217514
431218,508389
431218,686962
431218,784141
326107,6809
326107,964012
769732,161434
769732,380265
769732,380279
769732,654641
769732,879991
769732,879992
858608,660591
858608,660615
1388,99095
217479,36852
217479,404101
502754,216538
2851,569392
2851,946050
16024,674859
1100520,829818
1100520,1050777
983634,6860
983634,1106346
587031,16072
587031,151516
587031,569347
1013750,2767
1013750,261822
1013750,1124106
41484,112468
41484,112489
41484,261822
41484,340839
41484,357061
41484,502797
41484,915151
261051,769535
575864,444520
575864,575860
575864,922472
483684,180519
483684,271050
483684,994793
1031954,2706
1031954,479352
509535,1020451
1135144,455554
1135144,455668
1135144,872649
1135144,941088
259987,615202
495089,774529
188584,333831
492763,501714
1842,880751
181712,737196
181712,737955
181642,720462
105200,690829
105200,1129764
489920,16274
489920,829771
36821,569353
770107,242625
71810,2931
71810,108590
71810,829802
71810,1014465
776624,6999
776624,421087
776624,849642
776624,1029632
176231,933174
293978,368216
293978,849642
293978,859047
683551,414913
683551,683551
36009,606396
36009,702156
6558,279938
492824,134239
492824,412114
492824,613929
492824,983868
615713,340899
1026962,338473
822498,266875
822498,611438
822498,638275
822498,822503
343735,18590
343735,151568
343735,686555
5683,82741
397404,161450
397404,323256
397404,554416
4158,569801
4158,827332
78296,16032
413750,657828
413750,796705
508195,409825
508195,654710
508195,817969
451086,2942
451086,181712
451086,245788
451086,334224
451086,787616
188587,245788
188587,334224
188587,557916
188587,784178
188587,784190
1000668,123148
1000668,123177
1000668,380266
1000668,409823
1000668,654641
1000668,660496
1000668,769748
1000668,1030151
687001,331525
687001,829794
769530,479343
769530,508195
769530,696083
769530,834747
1012720,338339
36839,16022
36839,16322
36839,356428
36839,367908
36839,404014
36839,1011209
829802,157845
1105484,291127
1105484,710709
212861,835562
887968,737167
2914,78144
2914,91375
2914,1009482
516743,367940
1055022,974201
1055022,1003565
433525,6788
433525,456690
433525,657828
94625,25449
94625,769752
94625,835615
4565,4571
71786,2939
71786,2942
71786,160999
71786,161001
71786,660615
927820,500473
927820,862587
787566,508364
123101,242565
123101,300121
123101,654641
123101,879992
123101,1030151
4167,26158
4167,569801
16274,569332
7179,6357
7179,6514
25362,79664
25362,432747
25362,500519
25362,654710
2885,15956
2885,587115
941076,167900
941076,658186
941076,941088
3699,455572
105885,1042786
4422,4440
258042,1020451
181592,181711
181592,245877
181592,287241
181592,773081
360299,720528
946871,167900
946871,221699
946871,827177
946871,1063289
579222,816703
835,1721
6697,975361
489895,24041
489895,323294
82561,456690
82561,657828
82561,674997
82561,733781
82561,840900
82561,904390
490107,933353
816157,18518
816157,268671
816157,622089
1070544,242625
1070544,421087
1070544,796197
328834,721205
370274,490202
508178,242565
508178,409825
508178,541092
508178,747483
508178,1118377
432654,2684
432654,2688
432654,2700
432654,2702
432654,48099
432654,654710
432654,879507
432654,927808
78081,489920
78081,591955
371349,1041952
2948,787566
2948,1048976
357113,6788
357113,456690
357113,500510
357113,794205
357113,1005334
894559,261822
894559,654710
894559,906429
676033,30870
676033,638256
264569,696066
264569,720208
368,477794
368,607466
30912,25307
30912,720177
1050637,405449
1050637,405490
1050637,409823
1050637,424895
1050637,892483
1092483,933353
797866,291072
675109,82840
123148,541092
123148,632969
123148,879992
395699,48188
769723,123162
769723,432747
769723,508178
769723,508212
769723,541092
827092,79662
827092,794205
502796,261822
502796,479352
502796,720208
502796,879462
502796,927790
2945,737196
2945,787616
2945,787622
608726,2481
608726,2483
608726,2518
608726,2567
608726,399607
608726,608685
2861,23916
2861,628559
2861,628632
2861,644943
2861,787557
2861,797181
36845,16185
396273,1129764
676031,261822
676031,385152
676031,696064
676031,879492
160965,2959
160965,2964
160965,2971
322602,210149
720489,706289
720489,778232
1005457,332780
30895,2684
30895,479343
30895,720206
818116,134932
783455,63576
783455,212831
783455,259987
783455,574587
783455,574599
783455,904040
7032,686683
2588,331513
2588,419554
849101,79662
245206,53534
245206,579222
1022787,622155
874546,496327
874546,688801
874546,769558
874546,927796
874546,935797
992540,2778
992540,479398
5810,261830
894551,261822
894551,340884
894551,654710
894551,696083
894551,859085
396223,123101
396223,879991
396223,879992
1199,501703
323232,6999
323232,776624
323232,796197
323232,1029632
737955,587149
737955,608685
737955,737189
737955,737211
737955,737212
173826,103495
173826,341918
173826,380159
2598,1099505
919742,455572
919742,789887
919742,872661
919742,946843
919742,979663
1052332,91280
1052332,157845
1052332,674931
1052332,773143
1052332,797265
79669,204833
79669,441562
79669,794186
79669,817974
1084272,261822
1084272,405449
1084272,479352
1084272,991036
2870,1113838
904451,1067885
112489,261856
112489,479385
112489,502797
1029447,242625
1029447,421645
1029447,611477
1029447,647404
1029447,827115
3079,1760
326594,291169
326594,326590
326594,710849
894546,356486
894546,401933
894546,401936
894546,432778
894546,502814
894546,696045
894546,769535
894546,769566
894546,915123
894546,915124
894546,927815
553733,269889
553733,356473
553733,554143
553733,554266
553733,675085
553733,757563
1113981,207865
835663,835665
835663,879991
835663,879992
835663,880027
879470,2709
879470,2728
879470,479352
879470,496308
879470,696064
879470,869470
866758,333832
964012,6809
964012,6813
964012,433450
964012,796703
964012,877560
385152,261822
385152,502792
385152,688784
385152,927801
48083,916871
829791,797281
829791,1050146
396079,797281
160984,2856
160984,2861
160984,2863
160984,2891
160984,604232
243909,179706
243909,827148
769733,380279
769733,409823
769733,654646
660591,1011209
840900,657828
769713,140597
769713,447108
628510,23918
628510,490003
628510,644942
628510,829791
628510,1050146
922851,388554
922851,496290
922851,502788
2771,496308
2771,696066
2771,720208
23958,23956
1021832,229370
1021832,396074
1021832,998152
1021832,1029631
1009095,82741
1009095,293940
1009095,455668
1009095,916887
1009095,941088
321725,409768
321725,654641
385159,30992
385159,393905
385159,401936
385159,479352
385159,769528
386537,48083
386537,377565
386537,604594
386537,916871
993951,770333
993951,1048319
993951,1077538
733781,6788
733781,657828
516744,91295
1062975,2733
1062975,2767
1062975,264569
1062975,479352
1062975,496286
1062975,496317
1062975,686387
1062975,980706
1062975,1124106
985885,82561
985885,674997
985885,733781
985885,964012
940624,946864
666888,104011
145251,432560
747513,879992
747513,880027
3393,1434
78147,36851
78147,489918
78147,644959
78147,829754
737950,301651
737950,343735
737950,644959
737950,784178
737950,1111271
395993,367916
508211,242625
508211,409770
508211,409820
508211,421100
508211,880001
797182,490218
797182,615151
797182,887310
486251,331525
543803,348714
543803,356052
1123,501715
1123,940528
479343,25461
479343,675014
479343,880027
687092,133892
687092,784178
1139331,2745
1139331,2748
1139331,649851
1139331,927796
1630,1624
137604,479352
137604,536782
508346,489915
508346,644926
769566,261822
769566,479352
769566,496317
769566,496322
769566,769721
769566,915123
769566,927815
4750,611477
3669,167900
3669,789857
3669,852784
3669,946871
683263,683265
737196,706294
879992,880027
176211,1106311
5839,975362
1381,501703
646249,657232
173810,380128
173810,636372
613503,417409
613503,899975
512678,134953
869470,696066
879461,479378
879461,582813
787616,737196
1118564,827165
787602,1021832
3928,478023
433500,6788
433500,456690
433500,607466
433500,657828
433500,777051
592897,331513
592897,1010072
114157,858766
114157,1059906
262,570
402214,1081967
725255,654711
1106311,360048
1124356,79662
1124356,79663
1124356,357078
1124356,367499
1124356,794205
879462,2767
879462,479352
879462,654696
879462,696066
879462,720208
677590,123148
677590,632969
677590,879992
1101264,30870
1101264,123162
1101264,500509
1101264,927794
539625,675109
4249,827332
1048976,787566
778235,783666
835665,300117
835665,835663
835665,879991
835665,879992
835665,880027
592224,103473
592224,554328
592224,628579
592224,636341
1103044,123177
1103044,696066
975710,455554
490100,155037
3888,478023
3888,894541
3888,915123
78250,27498
522273,784178
380902,77720
964381,859172
722513,326133
509499,657828
509499,933174
509499,1064172
71752,217394
71752,489919
71752,628632
71752,751133
16185,396010
569393,91295
569393,516744
569393,615182
874551,161434
874551,242565
874551,654641
3256,724124
675058,26158
675058,675058
674993,409816
887288,421147
887288,490196
267480,2767
267480,264569
621883,644959
638256,30870
638256,385152
849679,490183
849679,796191
892678,438465
892678,1000560
112702,155037
455538,974556
116393,773036
205570,82864
205570,922103
798257,26158
798257,258436
217390,1015897
945990,628647
604360,508360
371314,23920
371314,212831
852758,479378
852758,479398
852758,769739
334298,114157
368216,7062
368216,27467
368216,157759
368216,161450
368216,190894
368216,323256
368216,323294
160955,2850
688778,2764
688778,2767
688778,479352
688778,496317
688778,720208
688778,879462
688778,927815
935800,579560
658182,696045
658182,696053
658182,696106
658182,747483
92933,936771
647404,421645
647404,611477
647404,835615
647404,926084
862578,508213
16032,15956
16032,151581
16032,797281
792686,536776
1393,558004
917248,47958
827165,974556
1008761,1098408
4108,112414
569785,338339
776655,6992
479385,432778
479385,696045
479385,696053
479385,859086
479385,880027
674892,63297
674892,157696
674892,1048319
789859,941076
30870,25461
30870,479398
30870,496297
30870,720195
30870,927794
654442,654448
797265,773143
797265,796159
205382,775082
1119724,157759
1119724,161442
1119724,190894
1119724,468070
1119724,603284
1119724,733910
1119724,776615
773081,134953
502814,432778
502814,479385
502814,696045
502814,696053
362345,82561
362345,169509
362345,357113
362345,377581
362345,421417
362345,496322
362345,500510
362345,524937
362345,794205
362345,1106743
362345,1118685
91375,320798
91375,421147
91375,490196
955722,684462
426812,649880
137559,980706
926084,25449
926084,112825
926084,242625
926084,835615
789895,946836
789895,946840
686683,421042
686683,421044
649851,2778
649851,25346
649851,927796
217422,91328
217422,604158
125592,261822
125592,479352
125592,502788
125592,915123
334274,614516
334274,1005457
604195,1050081
858567,2934
858567,621818
858567,660591
500486,508195
